,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
7243,obo.DOID_6160,DOID_6160,class,ChildhoodChoriocarcinomaOfTheTestis,childhood choriocarcinoma of the testis,childhood choriocarcinoma testis,True
7244,obo.DOID_6161,DOID_6161,class,ChildhoodTesticularMixedGermCellTumor,childhood testicular mixed germ cell tumor,cell childhood germ mixed testicular tumor,True
7245,obo.DOID_6162,DOID_6162,class,ChildhoodEmbryonalTestisCarcinoma,childhood embryonal testis carcinoma,carcinoma childhood embryonal testis,True
7246,obo.DOID_6163,DOID_6163,class,FamilialRenalPapillaryCarcinoma,familial renal papillary carcinoma,carcinoma familial papillary renal,True
7247,obo.DOID_6166,DOID_6166,class,ProstaticUrethraUrothelialCarcinoma,prostatic urethra urothelial carcinoma,carcinoma prostatic urethra urothelial,True
7248,obo.DOID_6167,DOID_6167,class,ProstaticUrethralCancer,prostatic urethral cancer,cancer prostatic urethral,True
7249,obo.DOID_736,DOID_736,class,MaleUrethralCancer,male urethral cancer,cancer male urethral,True
7250,obo.DOID_6171,DOID_6171,class,UterineCarcinosarcoma,uterine carcinosarcoma,carcinosarcoma uterine,True
7251,obo.DOID_6175,DOID_6175,class,MediastinalNeurilemmoma,mediastinal neurilemmoma,mediastinal neurilemmoma,True
7252,obo.DOID_6179,DOID_6179,class,OvarianSmallCellCarcinoma,ovarian small cell carcinoma,carcinoma cell ovarian small,True
7253,obo.DOID_6190,DOID_6190,class,"""rectumKaposisSarcoma""","""rectum kaposis sarcoma""",kaposi rectum sarcoma,True
7254,obo.DOID_8632,DOID_8632,class,"""kaposisSarcoma""","""kaposis sarcoma""",anal cardiac central conjunctival corneal cutaneous esophageal gallbladder gastric gastrointestinal intestinal kaposi lymph lymphadenopathic nervous node palate penis prostate sarcoma site soft system tissue,True
7255,obo.DOID_6192,DOID_6192,class,InflammatoryMfh,inflammatory mfh,inflammatory mfh,True
7256,obo.DOID_6193,DOID_6193,class,EpithelioidSarcoma,epithelioid sarcoma,epithelioid sarcoma,True
7257,obo.DOID_6196,DOID_6196,class,ReactiveArthritis,reactive arthritis,arthritis arthropathy disease postdysenteric reactive reiter,True
7258,obo.DOID_6197,DOID_6197,class,ConventionalMalignantHemangiopericytoma,conventional malignant hemangiopericytoma,conventional hemangiopericytoma malignant,True
7259,obo.DOID_6198,DOID_6198,class,CornealIntraepithelialNeoplasm,corneal intraepithelial neoplasm,corneal intraepithelial neoplasm,True
7260,obo.DOID_6201,DOID_6201,class,PericardialMesothelioma,pericardial mesothelioma,mesothelioma pericardial,True
7261,obo.DOID_6203,DOID_6203,class,ThyroidHyalinizingTrabecularAdenoma,thyroid hyalinizing trabecular adenoma,adenoma hyalinizing thyroid trabecular,True
7262,obo.DOID_6204,DOID_6204,class,FollicularAdenoma,follicular adenoma,adenoma follicular,True
7263,obo.DOID_6208,DOID_6208,class,MediastinalOsteogenicSarcoma,mediastinal osteogenic sarcoma,mediastinal osteogenic sarcoma,True
7264,obo.DOID_6209,DOID_6209,class,MalignantMediastinumHemangiopericytoma,malignant mediastinum hemangiopericytoma,hemangiopericytoma malignant mediastinum,True
7265,obo.DOID_6210,DOID_6210,class,BladderDiffuseClearCellAdenocarcinoma,bladder diffuse clear cell adenocarcinoma,adenocarcinoma bladder cell clear diffuse,True
7266,obo.DOID_6211,DOID_6211,class,MixedEpithelialTumorOfOvary,mixed epithelial tumor of ovary,epithelial mixed ovary tumor,True
7267,obo.DOID_6212,DOID_6212,class,OvarianEndometrialCancer,ovarian endometrial cancer,cancer endometrial endometrioid malignant neoplasm ovarian tumor,True
7268,obo.DOID_6214,DOID_6214,class,OvarianPapillaryNeoplasm,ovarian papillary neoplasm,neoplasm ovarian papillary,True
7269,obo.DOID_6225,DOID_6225,class,Cronkhite-canadaSyndrome,cronkhite-canada syndrome,canada cronkhite cronkhite-canada gastric polyposis syndrome,True
7270,obo.DOID_6228,DOID_6228,class,PeritonealSerousPapillaryAdenocarcinoma,peritoneal serous papillary adenocarcinoma,adenocarcinoma papillary peritoneal serous,True
7271,obo.DOID_6229,DOID_6229,class,ChildhoodMatureTeratomaOfTheOvary,childhood mature teratoma of the ovary,childhood mature ovary teratoma,True
7272,obo.DOID_6230,DOID_6230,class,ChildhoodTeratomaOfTheOvary,childhood teratoma of the ovary,childhood ovary teratoma,True
7273,obo.DOID_6232,DOID_6232,class,OvarianBiphasicTriphasicTeratoma,ovarian biphasic triphasic teratoma,biphasic ovarian teratoma triphasic,True
7274,obo.DOID_6239,DOID_6239,class,Non-invasiveBladderPapillaryUrothelialNeoplasm,non-invasive bladder papillary urothelial neoplasm,bladder low malignant neoplasm non-invasive papillary potential urothelial,True
7275,obo.DOID_624,DOID_624,class,TransientHypogammaglobulinemiaOfInfancy,transient hypogammaglobulinemia of infancy,hypogammaglobulinemia infancy transient,True
7276,obo.DOID_625,DOID_625,class,TransientHypogammaglobulinemia,transient hypogammaglobulinemia,hypogammaglobulinemia transient,True
7277,obo.DOID_6244,DOID_6244,class,FamilialRenalOncocytoma,familial renal oncocytoma,familial oncocytoma renal,True
7278,obo.DOID_6245,DOID_6245,class,RenalOncocytoma,renal oncocytoma,oncocytoma renal,True
7279,obo.DOID_6249,DOID_6249,class,MediastinumSeminoma,mediastinum seminoma,mediastinum seminoma,True
7280,obo.DOID_6255,DOID_6255,class,GrowthHormoneSecretingPituitaryAdenoma,growth hormone secreting pituitary adenoma,adenoma growth hormone pituitary secrete,True
7281,obo.DOID_6256,DOID_6256,class,MalignantGrowthHormoneSecretingNeoplasmOfPituitary,malignant growth hormone secreting neoplasm of pituitary,growth hormone malignant neoplasm pituitary secrete,True
7282,obo.DOID_6257,DOID_6257,class,ChromophilAdenomaOfTheKidney,chromophil adenoma of the kidney,adenoma chromophil kidney,True
7283,obo.DOID_6258,DOID_6258,class,Type1PapillaryAdenomaOfTheKidney,type1 papillary adenoma of the kidney,adenoma kidney papillary type,True
7284,obo.DOID_6259,DOID_6259,class,Type2PapillaryAdenomaOfTheKidney,type2 papillary adenoma of the kidney,adenoma kidney papillary type,True
7285,obo.DOID_6262,DOID_6262,class,FollicularDendriticCellSarcoma,follicular dendritic cell sarcoma,cell dendritic follicular sarcoma,True
7286,obo.DOID_7849,DOID_7849,class,DendriticCellSarcoma,dendritic cell sarcoma,cell dendritic sarcoma,True
7287,obo.DOID_6263,DOID_6263,class,InflammatoryBreastCarcinoma,inflammatory breast carcinoma,breast carcinoma inflammatory,True
7288,obo.DOID_6270,DOID_6270,class,GastricCardiaCarcinoma,gastric cardia carcinoma,carcinoma cardia gastric,True
7289,obo.DOID_6271,DOID_6271,class,GastricCardiaAdenocarcinoma,gastric cardia adenocarcinoma,adenocarcinoma cardia gastric,True
7290,obo.DOID_6274,DOID_6274,class,MalignantThyroidStimulatingHormoneProducingNeoplasmOfPituitaryGland,malignant thyroid stimulating hormone producing neoplasm of pituitary gland,gland hormone malignant neoplasm pituitary produce stimulate thyroid,True
7291,obo.DOID_6275,DOID_6275,class,TshProducingPituitaryTumor,tsh producing pituitary tumor,pituitary produce tsh tumor,True
7292,obo.DOID_6276,DOID_6276,class,MalignantActhProducingNeoplasmOfPituitaryGland,malignant acth producing neoplasm of pituitary gland,acth gland malignant neoplasm pituitary produce,True
7293,obo.DOID_6278,DOID_6278,class,OvarianMucinousMalignantAdenofibroma,ovarian mucinous malignant adenofibroma,adenocarcinofibroma adenofibroma malignant mucinous ovarian,True
7294,obo.DOID_6284,DOID_6284,class,EpicardiumLipoma,epicardium lipoma,epicardium lipoma,True
7295,obo.DOID_6285,DOID_6285,class,HeartLipoma,heart lipoma,heart lipoma,True
7296,obo.DOID_6286,DOID_6286,class,ChildhoodCerebellarAstrocyticNeoplasm,childhood cerebellar astrocytic neoplasm,astrocytic cerebellar childhood neoplasm,True
7297,obo.DOID_6291,DOID_6291,class,CerebralHemisphereLipoma,cerebral hemisphere lipoma,cerebral hemisphere lipoma,True
7298,obo.DOID_6294,DOID_6294,class,CorpusCallosumLipoma,corpus callosum lipoma,callosum corpus lipoma,True
7299,obo.DOID_6297,DOID_6297,class,ViralEsophagitis,viral esophagitis,esophagitis viral,True
7300,obo.DOID_6307,DOID_6307,class,EctopicThymus,ectopic thymus,ectopic thymus,True
7301,obo.DOID_6312,DOID_6312,class,ClivusChordoma,clivus chordoma,chordoma clivus,True
7302,obo.DOID_6313,DOID_6313,class,ClivusChondroidChordoma,clivus chondroid chordoma,chondroid chordoma clivus,True
7303,obo.DOID_6314,DOID_6314,class,OvarianFetiformTeratoma,ovarian fetiform teratoma,fetiform ovarian teratoma,True
7304,obo.DOID_6315,DOID_6315,class,OvarianSolidTeratoma,ovarian solid teratoma,ovarian solid teratoma,True
7305,obo.DOID_6316,DOID_6316,class,"""bartholinsGlandAdenocarcinoma""","""bartholins gland adenocarcinoma""",adenocarcinoma bartholin gland,True
7306,obo.DOID_6322,DOID_6322,class,TibialAdamantinoma,tibial adamantinoma,adamantinoma tibial,True
7307,obo.DOID_6331,DOID_6331,class,ImmatureTeratomaOfOvary,immature teratoma of ovary,immature ovary teratoma,True
7308,obo.DOID_6332,DOID_6332,class,AdultMalignantHemangiopericytoma,adult malignant hemangiopericytoma,adult hemangiopericytoma malignant,True
7309,obo.DOID_6333,DOID_6333,class,AdultIntracranialMalignantHemangiopericytoma,adult intracranial malignant hemangiopericytoma,adult hemangiopericytoma intracranial malignant,True
7310,obo.DOID_6334,DOID_6334,class,AnteriorOpticTractMeningioma,anterior optic tract meningioma,anterior meningioma optic tract,True
7311,obo.DOID_6335,DOID_6335,class,BilateralMeningiomaOfOpticNerve,bilateral meningioma of optic nerve,bilateral meningioma nerve optic,True
7312,obo.DOID_6337,DOID_6337,class,CerebellopontineAngleMeningioma,cerebellopontine angle meningioma,angle cerebellopontine meningioma,True
7313,obo.DOID_6339,DOID_6339,class,VulvarEccrineAdenocarcinoma,vulvar eccrine adenocarcinoma,adenocarcinoma eccrine vulvar,True
7314,obo.DOID_6344,DOID_6344,class,MelanocyticPsammomatousMpnst,melanocytic psammomatous mpnst,melanocytic mpnst psammomatous,True
7315,obo.DOID_6345,DOID_6345,class,MalignantMelanocyticNeoplasmOfThePeripheralNerveSheath,malignant melanocytic neoplasm of the peripheral nerve sheath,malignant melanocytic neoplasm nerve peripheral sheath,True
7316,obo.DOID_635,DOID_635,class,AcquiredImmunodeficiencySyndrome,acquired immunodeficiency syndrome,acquire aid immunodeficiency syndrome,True
7317,obo.DOID_6354,DOID_6354,class,Cll/sll,cll/sll,chronic cll leukemia lymphocytic lymphoma sll small,True
7318,obo.DOID_636,DOID_636,class,CentralPontineMyelinolysis,central pontine myelinolysis,central demyelination myelinolysis osmotic pontine syndrome,True
7319,obo.DOID_6367,DOID_6367,class,AcralLentiginousMelanoma,acral lentiginous melanoma,acral lentiginous melanoma,True
7320,obo.DOID_6370,DOID_6370,class,HepaticOsteogenicSarcoma,hepatic osteogenic sarcoma,hepatic osteogenic sarcoma,True
7321,obo.DOID_6376,DOID_6376,class,Hypersplenism,hypersplenism,hypersplenism,True
7322,obo.DOID_6379,DOID_6379,class,DiffuseMeningealMelanocytosis,diffuse meningeal melanocytosis,diffuse melanocytosis meningeal,True
7323,obo.DOID_6381,DOID_6381,class,AnteriorForamenMagnumMeningioma,anterior foramen magnum meningioma,anterior foramen magnum meningioma,True
7324,obo.DOID_6383,DOID_6383,class,ChildhoodBrainStemGlioma,childhood brain stem glioma,brain childhood glioma stem,True
7325,obo.DOID_6386,DOID_6386,class,ChildhoodBrainstemAstrocytoma,childhood brainstem astrocytoma,astrocytoma brainstem childhood,True
7326,obo.DOID_640,DOID_640,class,Encephalomyelitis,encephalomyelitis,encephalomyelitis,True
7327,obo.DOID_6404,DOID_6404,class,MetanephricAdenoma,metanephric adenoma,adenoma metanephric,True
7328,obo.DOID_6405,DOID_6405,class,OvarianPapillaryCystadenoma,ovarian papillary cystadenoma,cystadenoma ovarian papillary,True
7329,obo.DOID_6406,DOID_6406,class,DoubleOutletRightVentricle,double outlet right ventricle,double outlet right ventricle,True
7330,obo.DOID_6407,DOID_6407,class,OvarianSurfacePapilloma,ovarian surface papilloma,ovarian papilloma surface,True
7331,obo.DOID_6408,DOID_6408,class,OvaryPapillaryCarcinoma,ovary papillary carcinoma,carcinoma ovary papillary,True
7332,obo.DOID_6419,DOID_6419,class,TetralogyOfFallot,tetralogy of fallot,fallot tetralogy,True
7333,obo.DOID_6420,DOID_6420,class,PulmonaryValveStenosis,pulmonary valve stenosis,pulmonary stenosis valve,True
7334,obo.DOID_6423,DOID_6423,class,ChildhoodCentralNervousSystemMatureTeratoma,childhood central nervous system mature teratoma,central childhood mature nervous system teratoma,True
7335,obo.DOID_6425,DOID_6425,class,EyelidCarcinoma,eyelid carcinoma,carcinoma eyelid,True
7336,obo.DOID_6428,DOID_6428,class,CervicalAdenoidBasalCarcinoma,cervical adenoid basal carcinoma,adenoid basal carcinoma cervical,True
7337,obo.DOID_643,DOID_643,class,ProgressiveMultifocalLeukoencephalopathy,progressive multifocal leukoencephalopathy,leukoencephalopathy multifocal progressive,True
7338,obo.DOID_6445,DOID_6445,class,OvarianEndometrioidMalignantAdenofibroma,ovarian endometrioid malignant adenofibroma,adenofibroma endometrioid malignant ovarian,True
7339,obo.DOID_6446,DOID_6446,class,CeruminousCarcinoma,ceruminous carcinoma,carcinoma ceruminous,True
7340,obo.DOID_6448,DOID_6448,class,VulvarApocrineAdenocarcinoma,vulvar apocrine adenocarcinoma,adenocarcinoma apocrine vulvar,True
7341,obo.DOID_6451,DOID_6451,class,CentralNervousSystemFibrosarcoma,central nervous system fibrosarcoma,central fibrosarcoma nervous system,True
7342,obo.DOID_6457,DOID_6457,class,CowdenDisease,cowden disease,cowden disease,True
7343,obo.DOID_6458,DOID_6458,class,CerebellarLiponeurocytoma,cerebellar liponeurocytoma,cerebellar liponeurocytoma,True
7344,obo.DOID_6459,DOID_6459,class,LipomaOfTheRectum,lipoma of the rectum,lipoma rectum,True
7345,obo.DOID_6468,DOID_6468,class,MucinousCystadenofibroma,mucinous cystadenofibroma,cystadenofibroma mucinous,True
7346,obo.DOID_6469,DOID_6469,class,OvarianMucinousAdenofibroma,ovarian mucinous adenofibroma,adenofibroma mucinous ovarian,True
7347,obo.DOID_6474,DOID_6474,class,ChildhoodTeratocarcinomaOfTheTestis,childhood teratocarcinoma of the testis,childhood teratocarcinoma testis,True
7348,obo.DOID_6476,DOID_6476,class,ClearCellVariantInfiltratingBladderUrothelialCarcinoma,clear cell variant infiltrating bladder urothelial carcinoma,bladder carcinoma cell clear infiltrate urothelial variant,True
7349,obo.DOID_6477,DOID_6477,class,InvasiveBladderTransitionalCellCarcinoma,invasive bladder transitional cell carcinoma,bladder carcinoma cell invasive transitional,True
7350,obo.DOID_648,DOID_648,class,Kuru,kuru,encephalopathy kuru,True
7351,obo.DOID_6481,DOID_6481,class,BladderSignetRingCellAdenocarcinoma,bladder signet ring cell adenocarcinoma,adenocarcinoma bladder cell ring signet,True
7352,obo.DOID_6482,DOID_6482,class,LungAcinarAdenocarcinoma,lung acinar adenocarcinoma,acinar adenocarcinoma lung,True
7353,obo.DOID_6483,DOID_6483,class,ReteTestisAdenoma,rete testis adenoma,adenoma rete testis,True
7354,obo.DOID_6484,DOID_6484,class,MediastinalMelanocyticNeurilemmoma,mediastinal melanocytic neurilemmoma,mediastinal melanocytic neurilemmoma,True
7355,obo.DOID_6489,DOID_6489,class,PeriostealOsteogenicSarcoma,periosteal osteogenic sarcoma,osteogenic periosteal sarcoma,True
7356,obo.DOID_6491,DOID_6491,class,BreastCapillaryHemangioma,breast capillary hemangioma,breast capillary hemangioma,True
7357,obo.DOID_6492,DOID_6492,class,BreastEpithelioidHemangioma,breast epithelioid hemangioma,breast epithelioid hemangioma,True
7358,obo.DOID_6494,DOID_6494,class,PediatricMyxoidChondrosarcoma,pediatric myxoid chondrosarcoma,chondrosarcoma myxoid pediatric,True
7359,obo.DOID_6495,DOID_6495,class,AdultMyxoidChondrosarcoma,adult myxoid chondrosarcoma,adult chondrosarcoma myxoid,True
7360,obo.DOID_6496,DOID_6496,class,ExtraskeletalMyxoidChondrosarcoma,extraskeletal myxoid chondrosarcoma,chondrosarcoma extraskeletal myxoid,True
7361,obo.DOID_6500,DOID_6500,class,CerebellarAngioblastoma,cerebellar angioblastoma,angioblastoma cerebellar,True
7362,obo.DOID_6501,DOID_6501,class,BrainStemAngioblastoma,brain stem angioblastoma,angioblastoma brain stem,True
7363,obo.DOID_6505,DOID_6505,class,VaginalSpindleCellEpithelioma,vaginal spindle cell epithelioma,cell epithelioma spindle vaginal,True
7364,obo.DOID_6510,DOID_6510,class,LungOccultSquamousCellCarcinoma,lung occult squamous cell carcinoma,carcinoma cell lung occult squamous,True
7365,obo.DOID_6511,DOID_6511,class,GlandularPatternOvarianYolkSacTumor,glandular pattern ovarian yolk sac tumor,glandular ovarian pattern sac tumor yolk,True
7366,obo.DOID_6512,DOID_6512,class,HepatoidPatternOvarianYolkSacTumor,hepatoid pattern ovarian yolk sac tumor,hepatoid ovarian pattern sac tumor yolk,True
7367,obo.DOID_6514,DOID_6514,class,PolyvesicularVitellinePatternOvarianYolkSacTumor,polyvesicular vitelline pattern ovarian yolk sac tumor,ovarian pattern polyvesicular sac tumor vitelline yolk,True
7368,obo.DOID_6517,DOID_6517,class,ClivusMeningioma,clivus meningioma,clivus meningioma,True
7369,obo.DOID_6518,DOID_6518,class,"""bartholinsGlandAdenomyoma""","""bartholins gland adenomyoma""",adenomyoma bartholin gland,True
7370,obo.DOID_6522,DOID_6522,class,MixedCellUvealMelanoma,mixed cell uveal melanoma,cell melanoma mixed uveal,True
7371,obo.DOID_6523,DOID_6523,class,CiliaryBodyMixedCellMelanoma,ciliary body mixed cell melanoma,body cell ciliary melanoma mixed,True
7372,obo.DOID_6524,DOID_6524,class,MalignantCiliaryBodyMelanoma,malignant ciliary body melanoma,body ciliary malignant melanoma,True
7373,obo.DOID_6525,DOID_6525,class,ChoroidMixedCellMelanoma,choroid mixed cell melanoma,cell choroid melanoma mixed,True
7374,obo.DOID_6530,DOID_6530,class,CorticalThymoma,cortical thymoma,cortical thymoma,True
7375,obo.DOID_706,DOID_706,class,MatureB-cellNeoplasm,mature b-cell neoplasm,b-cell lymphocytic mature neoplasm,True
7376,obo.DOID_6543,DOID_6543,class,Acne,acne,acne frontalis vulgaris,True
7377,obo.DOID_6547,DOID_6547,class,HeartLymphoma,heart lymphoma,heart lymphoma,True
7378,obo.DOID_6548,DOID_6548,class,AngiomatousMeningioma,angiomatous meningioma,angiomatous meningioma,True
7379,obo.DOID_6552,DOID_6552,class,GastricSmallCellCarcinoma,gastric small cell carcinoma,carcinoma cell gastric small,True
7380,obo.DOID_6553,DOID_6553,class,PosteriorForamenMagnumMeningioma,posterior foramen magnum meningioma,foramen magnum meningioma posterior,True
