,SrcEntity,TgtEntity,SrcLabel,TgtLabel,label
4740,C62018,DOID_11312,av block second degree mobitz type ii,atrioventricular block ii mobitz type,1
4741,C134952,DOID_0080069,2a charcot marie tooth cmt2a disease syndrome type,charcot marie tooth disease type,0
4742,C6043,DOID_4514,angiosarcoma of thyroid gland,angiosarcoma thyroid,1
4743,C6419,DOID_11432,liposarcoma neoplastic ovarian ovary process,endometriosis ovarian ovary,0
4744,C4949,DOID_686,hepatic liver lymphoma neoplastic primary process,carcinoma liver,0
4745,C50486,DOID_3526,infarction cerebral,cerebral infarction,1
4746,C3371,DOID_37,skin diseases and manifestations,disease skin subcutaneous tissue,1
4747,C8540,DOID_13081,angioma of the subcutaneous tissue,hemangioma subcutaneous tissue,1
4748,C61254,DOID_10587,beta galactosidase cell deficiency disease galactosylceramide globoid krabbe leukodystrophy lipidosis syndrome,krabbe disease,1
4749,C5484,DOID_5040,cell gastric granular malignant neoplasm neoplastic process stomach tumor,cell esophageal granular malignant tumor,0
4750,C75459,DOID_0060583,disease noonan syndrome,noonan ns5 syndrome,0
4751,C6569,DOID_4773,childhood cmn congenital malignant mesoblastic neoplastic nephroma process stromal,congenital mesoblastic nephroma,1
4752,C5678,DOID_0080199,bowel colorectal intestine large lipoma neoplastic process,carcinoma colorectal,0
4753,C5296,DOID_7646,canal cervical cord intraspinal meningioma neoplastic process spinal,canal cord meningioma multiple spinal,0
4754,C7484,DOID_2596,malignant tumor of larynx,cancer larynx,1
4755,C4664,DOID_9952,cell disease disorder gamma gran granular large leuk leukemia lgll lymph lymphocyte lymphocytic lymphocytosis lymphogenous lymphoid lymphoproliferative malignant neoplastic process t cell t gamma t lgl tgamma,acute leukemia lymphoblastic lymphocytic,0
4756,C34741,DOID_12308,disease or syndrome,chronic dubin johnson idiopathic jaundice syndrome,1
4757,C53459,DOID_2601,benign chondroma neoplastic no process,chondroma juxtacortical,0
4758,C82342,DOID_12859,chorea disease hd huntington syndrome,chorea choreatic disease hereditary,0
4759,C9055,DOID_5382,bartholin cancer carcinoma gland neoplastic process,adenoma bartholin gland,0
4760,C84619,DOID_0050876,disease or syndrome,carolus disease,1
4761,C34382,DOID_13121,anemia disease megaloblastic syndrome,anemia deficiency,0
4762,C97085,DOID_1140,aortitis disease syndrome,canal cord meningioma spinal,0
4763,C121932,DOID_2705,benign bone cell giant neoplastic no osteoclastoma process tumor,cell giant malignant tumor,0
4764,C8540,DOID_13081,angioma of subcutaneous tissue,hemangioma subcutaneous tissue,1
4765,C6358,DOID_4757,sex cord stromal neoplasm of testis,cord stromal neoplasm sex,1
4766,C8881,DOID_4717,neoplastic process,cancer cell extragonadal germ malignant tumor,1
4767,C34540,DOID_3669,dipetalonema dipetalonemiasis disease infection syndrome,claudication intermittent,0
4768,C26816,DOID_1588,blood cell decrease laboratory leukocytopenia leukopenia result test white,thrombocytopenia,0
4769,C3388,DOID_10808,disease gastric syndrome ulcer,gastric ulcer,1
4770,C9295,DOID_3664,mast cell tumor,cell mast neoplasm tumor,1
4771,C5569,DOID_0060787,benign cutaneous dermal neoplastic neurilemmoma process schwannoma skin,disease due gjc2 hld2 hypomyelinating leukodystrophy mutation pelizaeus merzbacher like pmld1,0
4772,C6043,DOID_4514,mesothelioma atriocaval malignant,angiosarcoma thyroid,1
4773,C4664,DOID_0050751,t gamma lymphoproliferative disease,granular large leukemia lymphocyte lymphocytic t cell,1
4774,C6483,DOID_0060181,atypical decubital disease fasciitis fibroplasia ischemic syndrome,colitis ischemic,0
4775,C5833,DOID_6370,neoplastic process,hepatic osteogenic sarcoma,1
4776,C84270,DOID_0080164,abnormality eosinophilia fgfr1 gene lymphoid myeloid neoplasms neoplastic pcm1 jak2 pdgfra pdgfrb process rearrangement,myeloid and lymphoid neoplasms with eosinophilia and abnormalities of platelet derived growth factor receptor alpha pdgfra platelet derived growth factor receptor beta pdgfrb and fibroblast growth factor receptor 1 fgfr1 are a group of hematologic neoplasms,1
4777,C5855,DOID_4682,bile duct extrahepatic leiomyoma neoplastic process,bile carcinoma duct extrahepatic,0
4778,C4787,DOID_0050624,benign digestive system neoplasm,benign gastrointestinal neoplasm system,1
4779,C119734,DOID_870,disease or syndrome,neuropathy peripheral,1
4780,C5484,DOID_5042,cell gastric granular malignant neoplasm neoplastic process stomach tumor,cell granular malignant myoblastoma,0
4781,C4793,DOID_1523,primary colon lymphoma,colon lymphoma,1
4782,C40206,DOID_3701,adenocarcinoma adenoma cervical deviation malignum minimal mucinous neoplastic process type variant,adenocarcinoma cervical mucinous,0
4783,C3502,DOID_6204,follicular adenoma of the thyroid,adenoma follicular,1
4784,C4376,DOID_1074,disease failure insufficiency kidney renal syndrome,failure kidney,1
4785,C34741,DOID_13603,chronic disease dubin johnson idiopathic jaundice syndrome,jaundice obstructive,0
4786,C26816,DOID_615,blood cell decrease laboratory leukocytopenia leukopenia result test white,leukopenia,1
4787,C5973,DOID_2595,cancer carcinoma neoplastic process supraglottic supraglottis throat,cancer glottis,0
4788,C6529,DOID_484,benign neoplasm neoplastic pericytic perivascular process tumor,disease hemostatic vascular,0
4789,C4508,DOID_5088,epithelial mixed neoplasm neoplastic ovarian process seromucinous tumor,epithelial mixed stromal tumour,0
4790,C3398,DOID_0111084,gland neoplasm neoplastic no process sweat tumor,anemia complementation face fance fanconi group,0
4791,C26710,DOID_12375,bronchial pneumonia,bronchial bronchopneumonia lobular pneumonia,1
4792,C84669,DOID_9565,disease or syndrome,dextrocardia,1
4793,C5846,DOID_3698,colloid adenocarcinoma of bile duct,adenocarcinoma bile duct mucinous,1
4794,C7359,DOID_3978,adenocarcinoma endometrial endometrium malignant neoplastic otherwise process specify,cardiomyopathy extrinsic,0
4795,C3099,DOID_686,cancer carcinoma cell hcc hepatocellular hepatoma lihc liver malignant neoplastic primary process,liver carcinoma,1
4796,C84802,DOID_2510,kluver bucy syndrome,kluver bucy syndrome,1
4797,C8712,DOID_5032,germinoma neoplastic pineal process region,cancer gland pineal region tumor,0
4798,C3112,DOID_12678,hypercalcemia laboratory result test,hypercalcemia,1
4799,C7566,DOID_8029,sporadic breast carcinoma,breast cancer sporadic,1
4800,C5492,DOID_5353,colon colonic leiomyoma neoplastic process,colonic disease,0
4801,C34373,DOID_0060196,al amyotrophic disease gehrig lateral lou sclerosis syndrome,amyotrophic lateral sclerosis type,0
4802,C34741,DOID_7198,chronic disease dubin johnson idiopathic jaundice syndrome,adenoid carcinoma cystic maxillary sinus,0
4803,C5700,DOID_5040,granular cell esophagus tumor,cell esophageal granular malignant tumor,1
4804,C75006,DOID_225,dietz disease loeys loeys dietz syndrome,syndrome,0
4805,C84709,DOID_14451,disease familial paralysis periodic syndrome,hyperkalemic paralysis periodic,0
4806,C7986,DOID_6039,cell intraocular melanoma neoplastic process spindle uvea uveal,melanoma uveal,0
4807,C112200,DOID_1943,telogen effluvium,effluvium telogen,1
4808,C27287,DOID_2683,adenofibroma adenoma endometrioid neoplastic no ovarian process,adenofibroma,0
4809,C4664,DOID_0050751,large cell granular lymphogenous leukemia,granular large leukemia lymphocyte lymphocytic t cell,1
4810,C35620,DOID_8566,dermatitis disease herpes simplex syndrome,herpes simplex,0
4811,C6711,DOID_3723,solitary plasmacytoma of the chest wall,chest plasmacytoma solitary wall,1
4812,C123413,DOID_0110040,familial alzheimer disease type 4,ad4 alzheimer disease familial4,1
4813,C6569,DOID_4773,neoplastic process,congenital mesoblastic nephroma,1
4814,C84926,DOID_0050769,disease neuroacanthocytosis syndrome,syndrome,0
4815,C27071,DOID_625,disease hypogammaglobulinemia infancy syndrome thi transient,hypogammaglobulinemia transient,0
4816,C4616,DOID_401,cutaneous lipoma neoplastic process skin,multidrug resistant tuberculosis,0
4817,C6568,DOID_13912,cancer carcinoma cell childhood kidney neoplastic pediatric process renal,acquire blindness color,0
4818,C8271,DOID_7907,astrocytoma ependymoma mixed neoplastic process,astrocytoma ependymoma mixed,1
4819,C27207,DOID_13864,acoustic disease disorder nerve no syndrome vestibulocochlear,disease nerve trochlear,0
4820,C126741,DOID_0050588,anomaly brain congenital disease dystrophy dystroglycanopathy eye mddga4 muscular syndrome type,dystrophy dystroglycanopathy muscular,0
4821,C4256,DOID_127,cellular leiomyoma neoplastic process,leiomyoma,0
4822,C5130,DOID_4877,adenocystic adenoid breast carcinoma cystic mammary neoplastic process,breast adenoid cystic carcinoma,1
4823,C27937,DOID_3284,adenocarcinoma carcinoma neoplastic papillary process thymic thymus,carcinoma thymic,0
4824,C7739,DOID_5393,angioma brain hemangioma neoplastic process,brain angioma,1
4825,C3811,DOID_8850,cancer gland malignant neoplasm neoplastic process salivary tumor,cancer gland salivary,1
4826,C3708,DOID_2994,neoplastic process,cancer cell germ,1
4827,C126741,DOID_0050557,anomaly brain congenital disease dystrophy dystroglycanopathy eye mddga4 muscular syndrome type,congenital dystrophy muscular,0
4828,C27287,DOID_5480,ovarian endometrioid adenofibroma,adenofibroma endometrioid ovarian,1
4829,C5461,DOID_4439,germ cell tumor of the central nervous system,cell central germ nervous system tumor,1
4830,C7811,DOID_5693,neoplastic process,adult liposarcoma,1
4831,C6848,DOID_5100,adenocarcinoma ear middle neoplastic process,disease ear middle,0
4832,C84886,DOID_1761,disease melkersson rosenthal syndrome,melkersson rosenthal syndrome,1
4833,C34771,DOID_9146,disease or syndrome,leishmaniasis visceral,1
4834,C6383,DOID_3737,carcinoma neoplastic process verrucous vulva vulvar,carcinoma verrucous,0
4835,C5700,DOID_5040,granular cell tumor of the esophagus,cell esophageal granular malignant tumor,1
4836,C6848,DOID_7439,adenocarcinoma ear middle neoplastic process,ear middle polyp,0
4837,C4533,DOID_3540,malignant choroid plexus neoplasm,cancer choroid plexus,1
4838,C8881,DOID_4717,cell extragonadal germ malignant neoplasm neoplastic process tumor,extragonadal germ cell malignant tumor,1
4839,C3512,DOID_299,adenocarcinoma luad lung neoplastic process,adenocarcinoma,0
4840,C6282,DOID_5324,cancer carcinoma cell fallopian neoplastic process squamous tube,cancer cell fallopian germ tube,0
4841,C6336,DOID_0110795,adenosarcoma body corpus mullerian mu llerian neoplastic process uterine uterus,autosomal hereditary paraplegia recessive spastic spg43 type,0
4842,C3085,DOID_476,angioma benign hemangioma neoplastic no process,breast hemangioma,0
4843,C6282,DOID_5540,squamous cell carcinoma of fallopian tube,carcinoma cell fallopian squamous tube,1
4844,C27207,DOID_12657,acoustic nerve disorder,disease nerve vestibulocochlear,1
4845,C85005,DOID_10935,disease disorder function peroxisomal syndrome,disease disorder dissociative,0
4846,C84391,DOID_0110028,age related amd armd degeneration disease macular syndrome,age armd5 degeneration macular relate,0
4847,C9227,DOID_0090070,deficiency disease gonadotropin hypogonadism hypogonadotropism syndrome,congenital deficiency gonadotropin hypogonadism hypogonadotropic idiopathic isolated,0
4848,C34433,DOID_0080010,bone disease disorder marrow syndrome,bone disease structure,0
4849,C35556,DOID_6787,vaginal childhood sarcoma botryoides,botryoid childhood rhabdomyosarcoma vagina,1
4850,C3687,DOID_6257,papillary adenoma of the kidney,adenoma chromophil kidney,1
4851,C3308,DOID_0050773,neoplasm of the paraganglion,chemodectoma paraganglioma,1
4852,C84545,DOID_4252,alexander disease syndrome,alexander disease,1
4853,C39957,DOID_10368,neoplastic process,adenocarcinoma epididymis,1
4854,C3181,DOID_1039,leukemia neoplastic pll process prolymphocytic t cell,prolymphocytic leukemia,1
4855,C5141,DOID_3007,apocrine breast carcinoma ductal neoplastic process,breast carcinoma ductal,0
4856,C6376,DOID_13060,cell neoplastic papilloma process squamous vestibular vulvar,glaucoma traumatic,0
4857,C3543,DOID_14546,malignant tumor of the sphenoidal sinus,cancer sinus sphenoidal,1
4858,C88413,DOID_10938,antisocial behavioral disorder dysfunction mental personality psychopathy sociopathy,disorder paranoid personality,0
4859,C88413,DOID_10930,antisocial behavioral disorder dysfunction mental personality psychopathy sociopathy,borderline disorder personality,0
4860,C5135,DOID_5615,intradural extramedullary neoplasm of the spinal canal,canal extramedullary intradural neoplasm spinal,1
4861,C4257,DOID_5127,atypical leiomyoma,bizarre leiomyoma,1
4862,C5484,DOID_7639,cell gastric granular malignant neoplasm neoplastic process stomach tumor,cell granular malignant neoplasm skin tumor,0
4863,C5532,DOID_3016,benign neoplasm neoplastic phyllode process prostate tumor,breast cystosarcoma malignant phyllode tumor,0
4864,C4508,DOID_5936,epithelial mixed neoplasm neoplastic ovarian process seromucinous tumor,cell germ mixed neoplasm ovarian,0
4865,C6601,DOID_5046,granular cell myoblastoma of the mediastinum,cell granular mediastinal myoblastoma,1
4866,C5236,DOID_4059,rhabdomyosarcoma of the ovary,ovary rhabdomyosarcoma,1
4867,C61443,DOID_0050292,amenorrhea disease syndrome,mycosis primary systemic,0
4868,C35783,DOID_11830,body cell ciliary melanoma mixed neoplastic process,myopia short sightedness,0
4869,C3178,DOID_1036,chronic cmml leukemia myelomonocytic neoplastic process,chronic leukemia,0
4870,C5135,DOID_5615,intradural extramedullary spinal canal neoplasm,canal extramedullary intradural neoplasm spinal,1
4871,C97165,DOID_9779,behavioral dyscalculia dysfunction mental,bowel dysfunction,0
4872,C6483,DOID_9601,ischemic fasciitis,fasciitis ischemic,1
4873,C131633,DOID_2211,deficiency disease factor syndrome xiii,factor xiii deficiency,1
4874,C84709,DOID_1029,disease familial paralysis periodic syndrome,familial paralysis periodic,1
4875,C6545,DOID_6162,pediatric embryonal carcinoma of testis,carcinoma childhood embryonal testis,1
4876,C5265,DOID_10011,lymphoma of the thyroid gland,lymphoma thyroid,1
4877,C27466,DOID_5716,acth acth producing adrenocorticotropic cushing ectopic hormone neoplasm neoplastic net neuroendocrine pancreatic process produce syndrome tumor,cancer growth hormone pituitary produce tumor,0
4878,C8274,DOID_4858,neoplastic process,astrocytoma gland pineal,1
4879,C9423,DOID_7081,carcinoma cell combine lung mixed neoplastic process small squamous,combined small and large cell lung cancer,1
4880,C7700,DOID_0060103,adenocarcinoma neoplastic ovarian ovary process,central neoplasm nervous neuroectodermal primitive system,0
4881,C92950,DOID_1512,disease gc gonorrhea syndrome,cervix chronic gonorrhea,0
4882,C6711,DOID_3722,chest neoplastic plasmacytoma process solitary wall,osseous plasmacytoma solitary,0
4883,C53459,DOID_2602,neoplastic process,chondroma,1
4884,C7739,DOID_471,angioma brain hemangioma neoplastic process,hemangioma skin,0
4885,C7986,DOID_6037,spindle cell intraocular melanoma,cell intraocular melanoma spindle,1
4886,C40320,DOID_4442,alveolar neoplastic part process sarcoma soft vulvar,alveolar cervical part sarcoma soft,0
4887,C27332,DOID_6098,disease lymphadenitis postauricular syndrome,malignant neoplasm thalamic thalamus,0
4888,C94358,DOID_10817,behavioral dysfunction mental sadism sexual,sadism sexual,1
4889,C84777,DOID_0060877,bullosa disease ichthyosis siemens syndrome,bullosa bullous epidermolytic ichthyosis siemens superficial type,1
4890,C40387,DOID_8068,breast intraductal myoepitheliosis neoplastic process,intraductal breast myoepitheliosis,1
4891,C5592,DOID_3541,3rd chordoid glioma grade ii neoplastic process third ventricle,cancer cerebral ventricle,0
4892,C4425,DOID_2597,tumor of glottis,glottis neoplasm,1
4893,C101216,DOID_423,disease or syndrome,myopathy,1
